case,N,kind,plan_scene,makespan,added_copy_bytes,scheduled_copy_bytes,partition_added,spill_added,cache_hit_bytes,cache_miss_bytes,cache_hit_rate,speedup,plan_sha256,fingerprint,record_id
case_003,2,problem_3,C,251002,5650562,6934826,5650562,0,389126,3962116,0.08942871943229083,2.399231878630449,213b944a41fcda5405955fdf75bea911a17ba208e6db35f4d09ad1e75c97dfdf,4f2aecc8cc46f8fd8a011d1afa3390a6c3eaba3e7c6428e6d01b8952129c9e1d,1d28b7b734d1449cad8a3ff294937b47
case_003,3,problem_3,C,182335,4621744,5906008,4621744,0,1114604,2940408,0.2748707032186341,3.302777853950147,8402430fcb9a2f945f0306fcff3d162200190d95a0bfc7c056e2a427ea98340a,7d060299cae64e6a4630983584b4ae651f04fc493679db795fc056946b1b3b1e,16b86cf58a594c78afaee1671262254a
case_003,4,problem_3,C,147188,5912946,7197210,5912946,0,1739730,3204662,0.3518592376979819,4.091447672364595,35f80d93e8ba86f6f50007715350cb9e263662b8c5c53449973e5ff88b69f499,f5591417b7b350d1afc5baa877499c83290765465591b2384234b64752e76552,a74ad5c20eee4325b4159df3873fd6d2
case_003,5,problem_3,C,133757,7464960,8749224,7464960,0,2468342,3521436,0.4120924014212213,4.502283992613471,d6126ff26735e3e58c743f6664fffeeb81d6de0fedaad2bc638638e205538fce,10327b2c683c00c0c5c7ff51abe0cb939440c2e2eefab89551c576dba53aa199,02cc6778b3dc4b17bb528b6b287b4907
case_003,1,singlecore,,602212,0,1284264,0,0,,,,1.0,,1a6231ba7f825675f72925bc053334abef2e8c518d65d1dc1cc484c405d6d9c7,abe688af79094b4eb2c75a24100b19bc
case_004,2,problem_3,C,194802,2663424,3456000,1815552,847872,377856,1631232,0.18807339449541285,2.014132298436361,c601806a8adb2e63954ecb6ab59eeddb1ddaba47ed76038b10d5114115deaf85,b19d54e2a7f861a4637182e352d2b733499f72d988bf4fddea2dba6f75b15550,8e2b3f90bee84e15a71ce80ead7651f6
case_004,3,problem_3,C,130926,1474560,2267136,221184,1253376,0,1299456,0.0,2.9967844431205415,19667243f83e08f491133f07cbf5ac2adfd47767294662016fe6eaa26d9f61e3,667e405c50c16e244335e10e7225e82bf53598adeda7b6108f7fd747c4c8b3d1,d026f4d45df141fc9e6acb8ff763482e
case_004,4,problem_3,C,100813,2383872,3176448,2052096,331776,340992,1640448,0.17209302325581396,3.891928620316824,8c8a31c53918601c773dcb9308c3e2d5d6383b1c579bfb42a685b7a09c7ad48f,984fb2925308c36dfda793f94fbbeb5b5e4e16cb3da47f0fed4b7cc40841a498,09a84863828145edbf93e8f34d065a73
case_004,5,problem_3,C,81622,2267136,3059712,2193408,73728,414720,1566720,0.20930232558139536,4.807000563573546,cfcb14b7d0059e2d327caf14ce772d824d7b10d5ca37ea94251547f056f13051,4167e77d9dd123106636f1fb8104055bf1630a8ac7a2daf8ede9ab85e66d35c5,89ed00a7b9ab41599fa8c26ce477c3f2
case_004,1,singlecore,,392357,0,792576,0,0,,,,1.0,,6ff3b4ebe7faf62a60fba679baf9dd0a0bc72e3680d0f343501db783317edad1,e3f69ba25a164f05b85e823db3686e90
case_005,2,problem_3,C,40905,1250596,1584010,1250596,0,115972,895398,0.11466822231230904,2.337562645153404,38339885fed3ba981a2c5d13741578282383cb2eb886b3db819abb9c494d9a2a,7dbed866356409b2e6153de4b780c5884fe09d183bb1fdcf0a61bbb896a4208b,337c150af3934c4c844d724cdef67f9d
case_005,3,problem_3,C,32057,1544776,1878190,1544776,0,359336,894022,0.2866986128464493,2.9827494774932153,ed14e3d4924f6d4a3f7cb7b0963139277622eaa8500168a72e454624ece0db4e,06dc273be423dca70ce7e69aa7a07cd9f2d53d3a0ee5fe6b4ea4e03a46431f02,ea5993b1a56a436ba0d734af842b8856
case_005,4,problem_3,C,31586,1696242,2029656,1696242,0,463346,887302,0.34305459305459307,3.027227252580257,05b39507611c3c5f6e6a5c8eefd401fe25dff39c096c8fa2f8c870f8d12b6113,e5bc8f452a982f93448197a7e1c370806e5f5deb6c4a8d8d3e78e3413af42a87,ebcdf3d1f91742838d3a498aeea70893
case_005,5,problem_3,C,30462,1841112,2174526,1841112,0,512376,939942,0.3527987672121395,3.1389271879718996,f81d60b4065ac82524569140fda52ed31c2912546711e74ccc012e2785e1aa49,768fcbe513375a7a42b5e592199027a78a31b91d2c7273754fe37716cf680758,4dfe25977c6c464f8fe9c90d4b69c7ec
case_005,1,singlecore,,95618,0,333414,0,0,,,,1.0,,9c99043161efaa9c86fbfca49942438b27a2ecbe4eb427332506b4b080c5d48d,8bbbc63eff7e4e99897d52743afd168a
case_006,2,problem_3,C,35558,521346,1064694,521346,0,165386,728028,0.185116866312818,2.3296304629056754,ea46ec3cc4f96c89cd72eddfe55b085557eb395f65c670cdeecc69fea66f1efc,0e6ba58d1df36af7fa073e9d167c35b7955b99f482b5eae7fa70f54e9baba703,f4653060207d439da8a7e9395edb976b
case_006,3,problem_3,C,26305,864486,1407834,864486,0,409234,782148,0.34349520137118067,3.1490971298232275,b3586dea79ef05e8f5bc8d6a369065dda7bf442619ec2e04c9cf51857135c7cb,7f4f9b2c2bcfd4e65596f6969b521430bfc72a80394a699d44b0e8af5b0f7082,5db06469b4fe41f58d774cd6067c0f62
case_006,4,problem_3,C,22289,786100,1329448,786100,0,338842,793378,0.29927222624578265,3.716496926735161,c82725f36bae7440fff2f25b124abbc88418c5024a6f1cb1615454f4076f1c73,63a68931596eaab288012042d3c4182056f534a60f0d07225f18d09d2e5c7150,0a58d6350a9a488f969a51397c4b290a
case_006,5,problem_3,C,20011,218164,761512,218164,0,162944,572474,0.22156651047431528,4.1395732347209035,88f0c4334ea8dae95bb5e1bf44cf46833fd7baa5907768e60b1b38046fa4af90,663d75fb2221978f1dfb24aeb6eb10584f1bd55af8a1d740149736664504a446,2cf9bf00cf92474e9557dfe73ce9d321
case_006,1,singlecore,,82837,16400,559748,0,16400,,,,1.0,,116957489330ab7f683a48cf93736de197bf11d0cea60b26404a534d157b915c,60fbe38ea83e4bac825e6bef61ce73f7
case_007,2,problem_3,C,490226,7183872,8916480,4290048,2893824,198144,4713984,0.040337711069418386,2.065500401855471,9bd26ad72b750e4810d3f3261b450326f2542382e8a35ea7b8d2aaeb5608e030,3f7275ee69406416a400581e5c31eabe9e0fe43ec9f37c81ccb3d16c3479a888,df3eed6f6bd1485ebeb1b48438f42b5e
case_007,3,problem_3,C,326994,5363712,7096320,55296,5308416,0,3589632,0.0,3.096576695596861,1bd92840cfe9c8535250592d201ad476ea76fd020f587f2f43bc6c024b8a3e40,fd7d6aabc29ce0965534f8fd141b2e298635064364a3b3607ebd1c073765b43b,698ec54776684450a3a4eb037eaa813f
case_007,4,problem_3,C,245978,6730752,8463360,4353024,2377728,195072,4518912,0.04138155751058977,4.116473830993016,11916cdcf8bf2c72906fea0f221f02bb4633b50113adf9922ee688daa003c8be,33c5d411f9698a60cf660f7401c216fd732b2e4813b52807aa5d360907bae4bd,ba2f41f439b442e8b70bac4e5349789f
case_007,5,problem_3,C,196870,4405248,6137856,110592,4294656,36864,3101184,0.011747430249632892,5.14330268705237,d1491dc51ccc29901737aa7ccbeb13909b312b9bcdce1d65acf0c2a6c61f1473,483bf18300ea620decea252f444f5fa53d29981351c52df77d1adaff4e5ce3cd,52a45e4c6a134b71a7cbe3594e116ebf
case_007,1,singlecore,,1012562,0,1732608,0,0,,,,1.0,,9eb3586dbf3b69b0908422176d108f89b153e6cef076f2ec36c3010bf6ac803c,f3c2e27e3ce945d0b66eb1fe6b4d9143
case_008,2,problem_3,C,181734,0,2654424,0,0,0,1990872,0.0,2.683069761299482,a86adbef47fcc653712aa2b7ae3d9923ed557fa3637626314e39d9b82319d10a,8fc729acd476a7cde2632276215072a71b960246326cfdfbd0ed1c79e89e15b1,8d104b2595d743c2992666d1ec6ca0a8
case_008,3,problem_3,C,121671,0,2654424,0,0,0,1990872,0.0,4.007569593411741,d0bd087fe3500f37e9bb68e5a19020f8eb9915de186f5764094ea06c6eb0e5dd,c51c03fb92ef4fd31cfba55103e91c14f86df07227483c31ed913c2f8f73359c,5cf75b4573e0476fb9cb4dbbe4c6f312
case_008,4,problem_3,C,92952,0,2654424,0,0,0,1990872,0.0,5.245772011360702,8fbf6960e78778e7b6034b32c1167ba4439b55231eaaf819c59b5172b73fe1ae,0c23f359610c2320c80669c765e591c9bde6bd3e317d989a994e6d1b1b50f194,8799a8fdc7cf474c9fb2fd1e7659329c
case_008,5,problem_3,C,75127,0,2654424,0,0,0,1990872,0.0,6.490409573122846,a1dfa7c8f14630b5e3ccd68a50cf9933608a3d596191300b4afe2232ba2f2b6b,049db2b011fedad08075205ddd431e27641c2790cbe63d09513a916bdce05910,22f6630614a94f51b428c664007e65b5
case_008,1,singlecore,,487605,0,2654424,0,0,,,,1.0,,4f67a38b0098322676a12380dabaca3075c628bdd6937910f2e68f98a13ee576,c9519f880fb34e4e8c477b43bc7002a4
case_009,2,problem_3,C,61441,868254,1363586,868254,0,200204,829492,0.19443020075828205,2.494441822235966,b5e01b8a5c9820819c36b8c60f0611ba0c68f00d8cb930bb89dafd22df5db81b,d79a23dfcc3278f51c489c229012ba5464982d60bd0ad311fd6f463dc1d92ff9,f6752910d0e9459097aab67ff076f12b
case_009,3,problem_3,C,44991,1219500,1714832,1219500,0,299472,957576,0.2382343395001623,3.4064812962592517,33dafef14923d155300bfb39defd7dca8dcd6c365aae9bf9f18f61ca300e87ba,38dc6d14c8271535badb08dd5418a1996da2c9de75572dfd1252ab6a79096b04,80f6991374264baeb0f0c6fdd1594394
case_009,4,problem_3,C,42248,1377964,1873296,1377964,0,380746,998952,0.27596329051720014,3.6276510130657074,1f859656b49257d7329c35a76aecd0c14a4583fd1fa85028d93dcb4332d8f2f4,2e92f8f567db0961e24987381e42b8f6f0f190a5374da7c9db6fd437470df141,30cacda7e69b49bcbcde394f621ac00e
case_009,5,problem_3,C,42248,1377964,1873296,1377964,0,380746,998952,0.27596329051720014,3.6276510130657074,b87b724bd46206e5a3b596475f3591c857453f671146813d7f62938e3d83462c,e137b4ac6cea377324d611b18c865d7e6e53b1e9e093ac15b750b0e39a0e9745,6a94acdc86c845d7990548677b879e55
case_009,1,singlecore,,153261,0,495332,0,0,,,,1.0,,a9287630ea40c1c8ebab16ac3a6ce16c0ad93e3a5e058703fac70c718f2737f8,b9bf21bc1a7744498f86e4821430ddca
case_010,2,problem_3,C,30063,313660,697810,313660,0,89344,496524,0.15249851502386202,2.8928915943185975,99eac0233d8001c897f78110a85898d37f08869c5c0773699cc2a3e20eab7f81,efe36899855aea7be2b823b7672b5a4f8ef22d3e8a5d19504a22578a80482b10,a9794ddd1b41459f821e0d75a01b1745
case_010,3,problem_3,C,23062,671104,1055254,671104,0,332098,562220,0.37134218477096514,3.771095308299367,30fe874c883cc5d1975f38db0dbacb977ee1bc500cc5c7c7aac95105fbd250d0,58dc20aeb7ff63f660dc3f18234274e94d9eb92bd074e7e7d548dc96fee51ab6,88a0b01edfeb4a209bf352438bd1a3c3
case_010,4,problem_3,C,20787,679052,1063202,679052,0,238404,628016,0.27515985318898456,4.183816808582287,61daa3ab79b040ce9f77f5a160af4f4faad6e7fbef7058956cbbfd61eba810a6,943e94162b4f85df13249ce14acea2474eab630b8b88843f00e7f9f8896f5e79,ad43cf18a1c14a9b9bd0338b5b23c188
case_010,5,problem_3,C,20787,679052,1063202,679052,0,238404,628016,0.27515985318898456,4.183816808582287,aecf86588abeab535fd94223ed264536ef9279ccbd0145838515860dcac7a1c7,fd814e97f2b72a4050bab2dccfcf12c91c8a8fed91937ca1b83d7967af446489,b118394c0b2c44a2b2c4050d9899ab78
case_010,1,singlecore,,86969,0,384150,0,0,,,,1.0,,34b26def2638e746a28a8e896f1d46b7c26890570a2b58f18782796562dac7c1,9cc480fb4a54432a808acd399e9e43bb
case_011,2,problem_3,C,92646,180224,786432,180224,0,0,720896,0.0,1.9935777043801135,988b68d63bc1e83b968806ebb7f8cb78a435e48d18b2bad38b622f193d9d187b,160486e78fa7bb245440575ae12d76a6ab8855de32820281b8b0af9e56459d05,ba97a2797bd54d59bb7ea8e1dbdf12cd
case_011,3,problem_3,C,62289,944128,1550336,944128,0,786432,661504,0.5431400282885431,2.9651623882226397,904e5e3a4fe9ddcf4fb6e27fe7791e6d1b78bb7c4fb04fcc2eec5c43a0410989,629958622259983c3b45ffc96cd446574540f6b6fc7f3530248c51881a129135,e32314425eaa4661862094395199dfdb
case_011,4,problem_3,C,46880,540672,1146880,540672,0,83968,997376,0.07765151515151515,3.9397824232081913,d00678c67088164c5e77887c9f6000b6e9cdddb8443e69c53f3f2834c7df6927,b0ea060d67508dac6b136ed04305d786c7c418bd0b189b0878cfe89647ad20d0,f5c7324b657444e7bfae1e88aaa22559
case_011,5,problem_3,C,39726,1599488,2205696,1599488,0,1124352,839680,0.5724713242961418,4.649272516739667,002ae22dd3d792e18e53adbe6ed694d9d3b8cf7fbd751a7a1f4fd5fc085b6b3a,d4072ef69fd8dedc885971ea731f811d8124bbc65409f1d045bc565069a65a7f,8bc8eb713a1b401d8ad5611947df0540
case_011,1,singlecore,,184697,0,606208,0,0,,,,1.0,,fb6ccbc79500794d75728ea33e7a1e88dee3567c55089c1422fd84e8d79ccbf0,2a9e1957aecd4fd49af81672100241a7
case_012,2,problem_3,C,19558,313204,868102,313204,0,91008,595482,0.13257003015338897,3.021167808569383,424b774bdf6ee2ade75c6bb9515485ed1cf143f7cd782bff84383a6f40c8b896,734cf40593296fd68f7a9c56887aa1c5106601ea17359645ed448b685f818b15,846ec42bbf764d6aa645928c0694f16a
case_012,3,problem_3,C,15395,422014,976912,422014,0,132248,631724,0.17310582063216975,3.8381292627476453,ce57419aa120c3330ab476bfb88a1de811ec4b6ecd7253a78bed59b6039d7fd8,9690330b2de07d9949ae4a6b75af5775e8caa3c727811abb3172f4481f9a0cb2,08c4e8343bb44d8e8e5c5836cd12afd8
case_012,4,problem_3,C,15019,31838,586736,31838,0,27714,486158,0.053931718404583245,3.934216658898728,ca84cb1a210d3ea56aa1aa4325a33952e3a58bf255d0c5a484083b96ff25abcd,24f0d5ddfc457aa102161f976bdf4617c9bb41e8c3ff1395303ef1575a90fe80,185521c150b444e1827867e25e5ca26d
case_012,5,problem_3,C,12343,40320,595218,40320,0,20736,503680,0.03954112765438125,4.787166815198898,3f9d37f7179cd9b4417091090a5a1478c86c7b3499c09bea19a23869223a9960,07b77aefd4605ed09011a0c75f121be3b3d8469394b78f37aa5128fd5e3e1d82,96a44a0f41cc4eea85ecc7bc3fa437f0
case_012,1,singlecore,,59088,0,554898,0,0,,,,1.0,,a0a376df8fb23c7e1154170178c77ea9d14e09602626cd6a9f2224dadef72d76,5ad93474d7c94d148a6d42a04602f51b
case_013,2,problem_3,C,132198,8192,2535424,8192,0,0,2031616,0.0,1.9966187083011846,34d63d4efe4dd31db73f154cc8ad55c03a4479caab08e71297306f14b563f95d,7c5ad84928d4f85383857a41b144d4cfcc0ddc710aad7fdf5bbc664725ff81fb,6e5a8ac353d04662b61fe9d21a772d8f
case_013,3,problem_3,C,88351,16384,2543616,16384,0,0,2039808,0.0,2.98750438591527,5e1f96ff8ea907c2937811566d1bdcf4531f198207d565e5febe2e27bd445a44,60fdde68f2203c7b099dd233474ee710d4dd7ad7958632b5a7c1203965b20582,d92888504f964946a11e21c5c4a937b5
case_013,4,problem_3,C,68349,32768,2560000,32768,0,12288,2039808,0.005988023952095809,3.8617829083088266,548a6a0bf5f449d72226d413cf03c5b3c248eb0e7ae1d6eb53ff375a4f59169c,70cf32e719ca1be18d0821eb4207e9656544b00f0c7633d16ec0a62f0fbe65c0,8a0e611341854bd6be4f02a82a94096a
case_013,5,problem_3,C,54105,65536,2592768,65536,0,12288,2060288,0.005928853754940711,4.878458552813973,3f4f06d3b90bdfe5f3e70403df922e1d6cbe3a0bca2ddcbac829e41e71527204,b817b970194ca0f0edca7554956fa528e97d20c4b31ea15a19b023150bf1c220,a99ff1d7adca423d9e4fc9e1c1f9f5d9
case_013,1,singlecore,,263949,0,2527232,0,0,,,,1.0,,ea62fb99fcd750b9f00e86794a5ad07278cee30d75eaf9deb5c1f151e8a13502,b342bb7cd16f4b81a92bad5f56504618
case_014,2,problem_3,C,8724983,152286568,162219308,101985640,50300928,3527064,94126880,0.03611798822994799,2.0284997689966846,f40f257a0364ed4b31bb9d38d8b0697fb7cbaf74380ce3ef38140d55d0bdc3a7,4de6a4355bd815a66d3780e562e60773c87e65d7f93a8c0b1e6f78750746d3d6,96fc5af5c5ab422f8336f9ea7a282656
case_014,3,problem_3,C,5875552,192569544,202502284,132215496,60354048,23277360,110690532,0.1737532751504368,3.012249061875378,57ee9333f743d592ba73ea77d99cdd08895246ca907b73626261ea9e6f2b6bb6,672f814ddfc3d79c5d494bd36f777971c77e5650010654eabf2aacb8f03a72e5,8faca96d50514d7a98b676fec1e331df
case_014,4,problem_3,C,4490096,198857104,208789844,175594384,23262720,18492528,112806512,0.14084282718289487,3.941703250888177,fca1c2be7e2a074cd4777e5551d86068b17b9f05043d586cb017347e654ac1bb,7744be4afa4f8a81090026237636775f5bb117f116c32b2e7f4533fa2a6afcd2,e53c1a61f1f04e55a010e0689b29a91f
case_014,5,problem_3,C,3638394,128566492,138499232,126985084,1581408,16460256,72856646,0.18429049408811785,4.864406108849124,87a1571f54cba23d8c0543d2098f3ce1e5677eb9ec64cfffa6049acdb09ea525,b40a6c0fa354832c8f2fadba3d3306a2989a5ea623aa80a51f2b9a5ea69830a9,3efa40c651344b5eb76bf46dd897d2ca
case_014,1,singlecore,,17698626,71010720,80943460,0,71010720,,,,1.0,,7e7080b738c855b739aa3440fa998833fa83f3aefcd87ce6a12c56e2ad4badd5,d9ff576fd08d45599f1436bbd5605d68
case_015,2,problem_3,C,55420,1237890,2122504,1205122,32768,600782,1220956,0.32978507337498586,3.2003247924936846,0bfb32dbd2a89008b2962688f63b4033e63a7d5b4cd0cd397df179d05110e935,d6210e9fe4ad5ad1d53fe2eedc843bb77a9f656c4e4f981aa567e949285e6bcf,d2c28d13cc754e12900a82dae1a45f0b
case_015,3,problem_3,C,45626,1984124,2868738,1984124,0,769052,1550890,0.33149621843994376,3.8873011002498576,5ef173033b6e7bdbc5782ae879dad9f890346f40248f733d48e1164fd8589a11,87075a1d3d2aaa1611e1fc70a31e541743fa787c627586d204be486514e55a41,76d371fecb8e4e108cabef880bba895e
case_015,4,problem_3,C,45626,1984124,2868738,1984124,0,769052,1550890,0.33149621843994376,3.8873011002498576,7c81b9b77fb98a433c35bcd3cebe480993377d9d0f5184bf7abdd472d4e1be2c,6e0893a19c00042968f3dddd8ccb8295436727e785802849918d95bda5ce10d2,031207572d6141a388024873eb47f413
case_015,5,problem_3,C,37248,404736,1289350,404736,0,240896,1048322,0.1868543566720291,4.761651632302406,865359fc86654c79514f5c64d5ad68c255d32d8e507a02cdf90304112690c9a1,82b90f1493153830b8cf563476b255b1f51a369a659fd4dce8b36a6b076ac480,537355ba6cce4eb0849cff91b8576969
case_015,1,singlecore,,177362,180256,1064870,0,180256,,,,1.0,,0b0f83d8ffd09a95f0886aecd4ce3ece9842b6865b9fd658779cc906ee20cab4,acc0bcdaac2d465e83ed5f089244bfe8
case_016,2,problem_3,C,4735120,120600876,120994094,1063212,119537664,393216,60497046,0.006457781377258649,1.6294250198516615,a70870dcbe17fec80e9776c5a924a6b8d1da0d3456fccd2ae266c164aec31b70,69579d07a5b062e982ab7873a89ea4a8cb2c62b2f8a47121b62108d983e2976d,448a3c59674a4661a565b4aa973e9910
case_016,3,problem_3,C,3592728,120210100,120603318,100287156,19922944,262752,60366586,0.004333743508794373,2.1475388618342386,53fa3997eef91faa5f1bb41b6fbc2e070624ab9e1f6b6ba7b98f15763cacf190,9680a5a2724e0d4393c8c5a6c7d39d2e0db650073b1775654d3c57e0dae7ff9a,f01d9ac4195448fe984bf480e84c9e31
case_016,4,problem_3,C,2243083,409064,802282,409064,0,394432,399924,0.49654311165270987,3.4396957223606974,88a96d4e923df496c04805b3916a3a14d0fc4483bae6e6253528391d552fab0f,2ae57e3247aeded1a7f4664f4efaf651ef4b237f0896423f74cad516db45d95c,363bd163298a47728e33e98c1102faca
case_016,5,problem_3,C,2086358,214892,608110,214892,0,198432,400534,0.3312909246935552,3.6980820166050123,433f1360bca9e863f92f1518f85303e28163009501041a2afec399650176057b,13432764b53980e799b177ef4a5a2953153e034a19fe32171e5bece30afef556,7b59d37e80814dd9962aab39576c612b
case_016,1,singlecore,,7715523,0,393218,0,0,,,,1.0,,96a312306f798fb7b8d1ca089f2a8d88cc40c3c5f94edb012d39f70a843e6b71,0a678ec6a8744385ab02cf71c95ea6ab
case_017,2,problem_3,C,58065,838806,1482668,656534,182272,264214,862606,0.2344775563089047,2.8039266339447173,df659846cbb8dd84db67274eaafd4ca5be5fb9b759806f85dcce3e83328d5887,71671b0406d518281b4a1b354e85b4bdda06b77792918fa63510962054baf927,91557151f44943e88b347ad58c48c0dc
case_017,3,problem_3,C,43730,1034316,1678178,1034316,0,416164,867220,0.3242708339826583,3.723073404985136,86ab552b665a93724313bea59698e26959a7a12453a30f53dabfa28a1bab0c63,6a0ba24e89c0d4872d3234e9c516d252d8ff7a2734940daa84a002aef7935687,6740876c501e4d7bb281197fec9257d0
case_017,4,problem_3,C,36026,1381392,2025254,1381392,0,607542,964010,0.38658727169065993,4.519236107255871,dd0c6725cf1ef33b9ecf76238a6b642efc81e56e6ff794d48c0bb1a891536f16,f108fc0830df51a03d4bc2d3d83c10b42532772504d47ea851e7a742ef4648fc,aaf9bb3a445a4138824e06732eadb348
case_017,5,problem_3,C,32882,332420,976282,332420,0,209536,658000,0.24153003448848231,4.95134115929688,18936fd9ea9b668aab0dfbc60212572e5e4edfe0ea141a05bf157f706de810c8,04ba52d93f18df38a1063380eb69e5242122e2fb7ad5218d25b8c0ebc5526249,3dc2e3a5887441c78815fd6e66b86eff
case_017,1,singlecore,,162810,22528,666390,0,22528,,,,1.0,,705e6338d261ec3204b455f43638004eabb5e2bfc20706578957501f255f5bee,bc5e0e1b3ea0468ea5797c46507f4adf
case_018,2,problem_3,C,487760,5343192,6936040,5343192,0,797696,3865344,0.17106780126269558,2.0591417910447762,feae037b36acd99a057b885d097a651d50fb9d962940a99d7d34891dd7f8ed51,dcfc9dbebf5fd4c557ab31fb69925ac4e23a839b392f780b4797b0e5ef6dd648,c7da73418d9a43d4996e779bfa9ccf1f
case_018,3,problem_3,C,331738,10083916,11676764,10083916,0,2544128,5411386,0.3197942961322172,3.0275910507689803,ab3e79aa54cb19e5ef2d39c946e3a302586d8afd1f8cc4414d6f6b15fd14b633,317514ffcbcac7c77ff0814ec9aaa7cc0b8e4982fc3f062d4cefcdf44575ab25,204863cd0d4f47c197df24b7bce04cae
case_018,4,problem_3,C,256107,2473344,4066192,2379136,94208,1859584,2131476,0.46593737002199914,3.9216694584685308,c5c30111b7069cf49f2aee95e0acdbf4d63957924bf5c4d91a866d330ff4e2f5,7cfe6738c2ab16dbae354961967b3a9bb7e4f8026782e7fdd2199df809b2b8a5,87b32d5955cd4f43a4dd8dace6467fdc
case_018,5,problem_3,C,199911,7388160,8981008,7388160,0,3073280,3991060,0.43504134851946535,5.024070711466603,a640f5e66f80893e6f1a71c700bee9c0250be459cd95ac13ae071ebfe58dc303,88c275b78c2cf043c2c68cd4214e6a6064e7f2ea80aed1f5bb979571561b8ea0,e07411e4d91243be8cc10c8bc701328b
case_018,1,singlecore,,1004367,1970176,3563024,0,1970176,,,,1.0,,b27c3b604746cd396f3283226c1002a831621cfbfd15e83cc57068b13f9d2498,2fbd592b82b04d47963f17ca3965e708
case_019,2,problem_3,C,25221,951088,1138072,951088,0,76576,616508,0.11048588627063963,3.2173189009159033,763169688fe4d36275f8749dbefe35e13f7998e297a48da1b29877ccb6d37d6a,ec82efd6d0606c9e7f39f26f9a301e8b460699d1fa9212fd30bdb86d218be026,1bbab7703f7241c6b412de119debf004
case_019,3,problem_3,C,20059,955736,1142720,955736,0,102464,601792,0.1454925481643039,4.045266463931402,dee5cd7e994414842603f4cc6962c4dddff353dd95b3d4ce0b6b1ba5b3ab165b,2c71aeef64ddcc1658c1c8e997293c8eda3e194216f146e110e722e541e54461,9888fe69387a4bd1b2e86964ae3516f9
case_019,4,problem_3,C,17539,902992,1089976,902992,0,157504,557116,0.22040245165262656,4.626489537601916,28121997624700043403b66e35bd943a43c30251f15ffc6e4ecfac3fff935a10,d0b2a700d0acbe6c4d7d514afc624e86f8e9989b01db55920695bcaab84f238c,d1b1658c82f042cb810aa6d5441ddd26
